driverref,position,time,ms,lap,raceid,roundNum,circuitName,circuitLat,circuitLong,circuitCountry,circuitCity
vettel,11,01:39.2,99157,47,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
gasly,12,01:40.0,99981,47,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
albon,13,01:41.4,101357,47,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
mick_schumacher,14,01:39.3,99327,47,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
bottas,15,01:38.4,98376,47,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
zhou,16,01:42.4,102395,47,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
max_verstappen,1,01:37.9,97945,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
hamilton,2,01:38.3,98310,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
perez,3,01:38.5,98507,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
russell,4,01:38.5,98490,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
sainz,5,01:36.6,96611,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
alonso,6,01:38.9,98931,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
norris,7,01:39.0,99038,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
ocon,8,01:39.1,99063,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
ricciardo,9,01:39.4,99389,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
stroll,10,01:39.5,99467,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
vettel,11,01:39.1,99083,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
gasly,12,01:39.1,99117,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
albon,13,01:39.5,99495,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
mick_schumacher,14,01:39.1,99068,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
bottas,15,01:38.5,98524,48,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
max_verstappen,1,01:38.7,98732,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
hamilton,2,01:38.7,98748,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
perez,3,01:38.8,98791,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
russell,4,01:41.8,101792,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
sainz,5,01:47.6,107636,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
alonso,6,01:52.1,112086,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
norris,7,01:55.2,115189,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
ocon,8,01:57.1,117115,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
ricciardo,9,01:58.3,118346,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
stroll,10,01:58.3,118265,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
vettel,11,01:58.5,118515,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
gasly,12,01:58.7,118696,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
albon,13,02:00.0,119985,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
mick_schumacher,14,02:03.9,123921,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
bottas,15,02:03.3,123277,49,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
max_verstappen,1,02:12.1,132092,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
hamilton,2,02:11.3,131309,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
russell,3,02:09.4,129363,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
perez,4,02:13.4,133384,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
sainz,5,02:00.9,120875,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
alonso,6,01:59.7,119741,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
norris,7,01:55.8,115830,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
ocon,8,01:54.8,114785,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
ricciardo,9,01:53.7,113693,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
stroll,10,01:53.8,113791,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
vettel,11,01:53.4,113434,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
gasly,12,01:51.9,111920,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
albon,13,01:50.9,110932,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
mick_schumacher,14,01:47.6,107596,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
bottas,15,01:46.7,106728,50,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
max_verstappen,1,01:39.1,99093,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
hamilton,2,01:38.7,98712,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
russell,3,01:37.5,97548,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
perez,4,01:38.0,97964,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
sainz,5,01:35.8,95781,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
alonso,6,01:38.4,98370,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
norris,7,01:39.5,99475,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
ocon,8,01:38.8,98801,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
ricciardo,9,01:39.4,99363,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
stroll,10,01:39.4,99411,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
vettel,11,01:39.4,99437,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
gasly,12,01:38.8,98833,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
albon,13,01:39.5,99475,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
mick_schumacher,14,01:40.1,100135,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
bottas,15,01:40.0,99991,51,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
max_verstappen,1,01:38.3,98288,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
hamilton,2,01:38.8,98805,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
russell,3,01:38.3,98349,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
perez,4,01:38.0,97952,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
sainz,5,01:36.4,96352,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
alonso,6,01:38.6,98636,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
norris,7,01:39.5,99509,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
ocon,8,01:38.8,98797,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
ricciardo,9,01:39.2,99207,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
stroll,10,01:39.2,99185,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
vettel,11,01:39.2,99218,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
gasly,12,01:38.9,98941,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
albon,13,01:39.3,99306,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
bottas,14,01:38.0,97963,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
mick_schumacher,15,01:40.1,100139,52,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
max_verstappen,1,01:38.4,98442,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
hamilton,2,01:39.1,99119,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
russell,3,01:38.0,98013,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
perez,4,01:38.3,98306,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
sainz,5,01:36.4,96446,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
alonso,6,01:38.2,98160,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
norris,7,01:40.1,100132,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
ocon,8,01:38.7,98684,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
ricciardo,9,01:39.3,99290,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
stroll,10,01:40.6,100605,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
vettel,11,01:41.9,101872,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
gasly,12,01:38.8,98786,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
albon,13,01:39.2,99199,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
bottas,14,01:38.4,98358,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
mick_schumacher,15,01:40.0,100031,53,1085,12,Circuit Paul Ricard,43.2506,5.79167,France,Le Castellet
russell,1,01:28.4,88391,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
sainz,2,01:30.0,90046,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
leclerc,3,01:31.0,90984,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
norris,4,01:31.6,91618,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
hamilton,5,01:32.5,92536,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ocon,6,01:33.9,93887,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
alonso,7,01:35.5,95540,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
max_verstappen,8,01:36.5,96512,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
perez,9,01:38.7,98691,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
kevin_magnussen,10,01:40.9,100882,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ricciardo,11,01:41.9,101889,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
mick_schumacher,12,01:42.8,102838,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
bottas,13,01:43.5,103547,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
stroll,14,01:44.9,104900,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
albon,15,01:45.9,105881,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
tsunoda,16,01:48.1,108072,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
zhou,17,01:49.1,109084,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
vettel,18,01:49.5,109517,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
latifi,19,01:50.6,110639,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
gasly,20,01:52.4,112432,1,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
russell,1,01:52.1,112128,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
sainz,2,01:54.6,114643,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
leclerc,3,01:54.9,114855,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
norris,4,01:55.1,115079,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
hamilton,5,01:54.8,114827,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ocon,6,01:54.8,114847,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
alonso,7,01:54.2,114233,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
max_verstappen,8,01:54.5,114460,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
perez,9,01:55.0,114989,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
kevin_magnussen,10,01:53.8,113795,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ricciardo,11,01:53.5,113527,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
albon,12,01:49.8,109840,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
mick_schumacher,13,01:53.5,113475,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
bottas,14,01:53.4,113373,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
stroll,15,01:52.8,112761,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
tsunoda,16,01:51.2,111190,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
zhou,17,01:50.8,110810,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
vettel,18,01:50.9,110871,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
latifi,19,01:51.1,111116,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
gasly,20,01:49.9,109869,2,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
russell,1,01:30.6,90593,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
sainz,2,01:28.9,88905,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
leclerc,3,01:28.8,88826,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
norris,4,01:29.5,89459,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
hamilton,5,01:29.5,89528,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ocon,6,01:29.3,89340,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
alonso,7,01:29.1,89050,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
max_verstappen,8,01:28.2,88191,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
perez,9,01:26.5,86519,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
kevin_magnussen,10,01:27.2,87210,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ricciardo,11,01:27.3,87333,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
mick_schumacher,12,01:27.4,87366,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
bottas,13,01:27.4,87408,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
stroll,14,01:27.5,87496,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
tsunoda,15,01:28.1,88098,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
vettel,16,01:27.5,87484,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
zhou,17,01:28.8,88757,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
latifi,18,01:27.6,87601,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
gasly,19,01:27.6,87570,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
albon,20,01:54.0,113951,3,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
russell,1,01:23.7,83722,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
sainz,2,01:23.4,83354,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
leclerc,3,01:23.6,83573,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
norris,4,01:24.1,84090,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
hamilton,5,01:24.3,84265,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ocon,6,01:24.6,84583,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
alonso,7,01:24.7,84742,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
max_verstappen,8,01:25.1,85058,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
perez,9,01:24.7,84689,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
kevin_magnussen,10,01:25.2,85178,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ricciardo,11,01:24.9,84910,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
mick_schumacher,12,01:25.1,85073,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
bottas,13,01:25.1,85128,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
stroll,14,01:25.2,85178,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
tsunoda,15,01:25.4,85369,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
vettel,16,01:25.5,85497,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
zhou,17,01:25.4,85405,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
latifi,18,01:26.0,86007,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
gasly,19,01:26.0,86024,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
albon,20,01:25.0,85048,4,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
russell,1,01:24.0,83954,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
sainz,2,01:23.9,83932,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
leclerc,3,01:24.3,84315,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
norris,4,01:24.2,84182,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
hamilton,5,01:24.3,84348,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ocon,6,01:25.0,84991,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
max_verstappen,7,01:24.1,84121,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
alonso,8,01:25.9,85898,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
perez,9,01:25.0,85039,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
kevin_magnussen,10,01:25.4,85411,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ricciardo,11,01:25.2,85227,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
mick_schumacher,12,01:25.1,85108,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
bottas,13,01:25.4,85352,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
stroll,14,01:25.1,85149,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
tsunoda,15,01:25.2,85159,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
vettel,16,01:25.1,85146,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
zhou,17,01:25.3,85331,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
latifi,18,01:25.9,85935,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
gasly,19,01:25.9,85906,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
albon,20,01:24.7,84719,5,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
russell,1,01:24.0,83999,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
sainz,2,01:23.9,83938,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
leclerc,3,01:24.2,84187,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
norris,4,01:24.5,84512,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
hamilton,5,01:24.6,84628,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ocon,6,01:25.0,85000,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
max_verstappen,7,01:24.8,84804,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
alonso,8,01:24.9,84888,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
perez,9,01:25.0,85012,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ricciardo,10,01:25.6,85614,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
mick_schumacher,11,01:25.9,85891,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
kevin_magnussen,12,01:28.1,88081,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
bottas,13,01:25.8,85824,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
stroll,14,01:25.8,85764,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
tsunoda,15,01:25.2,85195,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
vettel,16,01:25.3,85323,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
zhou,17,01:25.4,85400,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
latifi,18,01:25.6,85567,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
gasly,19,01:25.6,85562,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
albon,20,01:24.9,84924,6,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
russell,1,01:24.1,84069,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
sainz,2,01:24.1,84065,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
leclerc,3,01:24.1,84103,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
norris,4,01:24.5,84533,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
hamilton,5,01:24.4,84392,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
max_verstappen,6,01:24.1,84079,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ocon,7,01:26.3,86285,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
perez,8,01:24.9,84863,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
alonso,9,01:27.0,86960,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ricciardo,10,01:25.1,85052,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
mick_schumacher,11,01:25.5,85547,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
bottas,12,01:25.4,85431,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
stroll,13,01:25.4,85418,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
tsunoda,14,01:25.4,85434,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
vettel,15,01:25.5,85504,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
zhou,16,01:25.4,85417,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
latifi,17,01:25.7,85677,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
gasly,18,01:25.8,85757,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
albon,19,01:25.2,85177,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
kevin_magnussen,20,01:53.9,113875,7,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
russell,1,01:24.1,84073,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
sainz,2,01:24.4,84439,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
leclerc,3,01:24.1,84141,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
norris,4,01:24.9,84857,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
hamilton,5,01:24.8,84780,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
max_verstappen,6,01:24.2,84156,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ocon,7,01:25.3,85336,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
perez,8,01:25.0,85016,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
alonso,9,01:25.4,85381,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
ricciardo,10,01:25.5,85521,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
mick_schumacher,11,01:26.0,85973,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
bottas,12,01:25.7,85732,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
stroll,13,01:26.1,86135,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
tsunoda,14,01:25.8,85788,8,1086,13,Hungaroring,47.5789,19.2486,Hungary,Budapest
